distance_km,Delivery_person_Age,Delivery_person_Ratings,Vehicle_condition,multiple_deliveries,Road_traffic_density,Weather_conditions,Festival,Time_taken_min,late
19.69,32.0,3.7,2,0.0,Jam,Sandstorms,No,44,1
10.6,38.0,4.8,2,1.0,Jam,Fog,No,37,1
6.05,37.0,4.7,2,1.0,Medium,Windy,No,33,1
4.61,31.0,4.7,1,0.0,Medium,Cloudy,No,17,0
20.44,22.0,4.7,2,1.0,Medium,Sunny,No,19,0
12.26,26.0,4.7,2,0.0,Jam,Cloudy,No,34,1
19.37,34.0,5.0,0,1.0,Jam,Fog,No,51,1
7.56,33.0,5.0,2,1.0,Medium,Fog,No,18,0
7.68,29.0,4.7,1,1.0,Low,Cloudy,No,14,0
10.68,25.0,4.4,1,2.0,Medium,Fog,No,34,1
10.88,29.0,4.5,2,0.0,Jam,Sunny,No,13,0
6.21,30.0,4.6,0,1.0,High,Sunny,No,28,0
12.43,34.0,4.5,1,1.0,Medium,Windy,No,25,0
6.04,32.0,4.5,2,0.0,Medium,Windy,No,26,0
19.98,35.0,4.8,0,0.0,Jam,Sunny,No,25,0
6.05,26.0,4.8,1,0.0,High,Stormy,No,24,0
3.06,20.0,4.5,0,1.0,Low,Fog,No,23,0
16.6,24.0,4.6,0,1.0,Jam,Windy,No,34,1
3.11,21.0,4.9,0,1.0,Low,Sunny,No,19,0
9.44,25.0,4.2,0,1.0,Jam,Windy,No,35,1
13.41,33.0,4.8,2,1.0,Low,Stormy,No,17,0
6.21,30.0,4.1,0,1.0,Medium,Sandstorms,No,37,1
16.72,23.0,4.6,1,1.0,Jam,Fog,No,38,1
19.98,35.0,3.5,2,2.0,Jam,Windy,No,44,1
13.77,34.0,5.0,0,1.0,Medium,Cloudy,No,40,1
12.58,33.0,4.7,1,0.0,Jam,Sunny,No,16,0
13.83,35.0,4.0,1,0.0,Medium,Fog,No,31,1
6.29,37.0,4.6,1,1.0,High,Stormy,No,29,0
11.01,20.0,4.6,1,1.0,Jam,Fog,No,40,1
12.42,32.0,4.4,1,1.0,Jam,Windy,No,31,1
1.52,35.0,4.8,2,1.0,Low,Windy,No,29,0
12.24,20.0,4.9,2,1.0,Jam,Sunny,No,21,0
13.68,31.0,4.4,0,0.0,Low,Fog,No,36,1
1.54,20.0,4.7,0,1.0,Low,Sunny,No,13,0
10.6,29.0,5.0,2,1.0,Jam,Windy,No,17,0
10.7,27.0,4.7,0,1.0,Jam,Stormy,No,30,0
11.01,20.0,4.9,2,1.0,Medium,Sunny,No,15,0
4.48,30.0,4.8,0,0.0,Low,Cloudy,No,25,0
7.76,22.0,4.1,2,1.0,Jam,Fog,No,34,1
6.05,28.0,4.9,2,0.0,High,Windy,No,13,0
1.54,37.0,4.8,1,1.0,High,Sandstorms,No,33,1
6.15,36.0,4.4,2,1.0,High,Cloudy,No,31,1
1.51,39.0,5.0,2,0.0,Low,Cloudy,No,18,0
11.01,27.0,4.8,1,1.0,Medium,Stormy,No,26,0
9.31,27.0,5.0,2,0.0,Low,Stormy,No,13,0
3.12,26.0,4.8,0,0.0,High,Fog,No,25,0
12.26,23.0,4.7,1,1.0,Medium,Windy,No,29,0
13.68,36.0,4.3,0,1.0,Jam,Windy,No,35,1
2.98,22.0,5.0,0,0.0,Low,Fog,No,20,0
12.26,33.0,4.8,1,1.0,Low,Stormy,No,22,0
4.66,39.0,4.6,1,1.0,Low,Fog,No,18,0
4.47,23.0,4.8,1,1.0,Low,Cloudy,No,10,0
19.76,20.0,4.7,2,1.0,Low,Cloudy,No,23,0
13.97,34.0,3.0,0,0.0,Low,Sunny,No,32,1
6.22,32.0,5.0,2,1.0,High,Windy,No,27,0
10.26,23.0,4.9,2,1.0,Low,Fog,No,24,0
9.31,25.0,4.6,2,0.0,Jam,Sunny,No,11,0
19.36,37.0,4.6,1,1.0,Jam,Sandstorms,No,26,0
16.82,34.0,3.7,1,0.0,Low,Cloudy,No,31,1
3.03,33.0,4.9,1,0.0,Low,Sunny,No,16,0
9.19,23.0,4.5,1,0.0,Low,Stormy,No,11,0
9.22,39.0,4.7,1,0.0,Low,Fog,No,18,0
12.26,22.0,4.9,2,0.0,Low,Windy,No,12,0
17.08,26.0,4.1,2,1.0,Medium,Cloudy,No,38,1
12.58,26.0,4.6,1,0.0,Low,Fog,No,26,0
13.58,29.0,4.5,0,1.0,Medium,Sandstorms,No,28,0
4.66,27.0,4.6,1,0.0,Jam,Sandstorms,No,20,0
4.66,25.0,4.9,2,0.0,Low,Sunny,No,20,0
6.21,21.0,5.0,0,1.0,Medium,Sunny,No,24,0
6.18,34.0,4.5,2,0.0,Medium,Fog,No,17,0
20.97,20.0,4.6,1,1.0,Jam,Windy,No,28,0
9.44,38.0,4.7,1,1.0,Jam,Fog,No,36,1
3.11,22.0,4.6,2,1.0,High,Windy,No,17,0
3.06,37.0,5.0,1,1.0,High,Windy,No,29,0
13.83,29.0,4.0,0,1.0,Jam,Stormy,No,39,1
13.61,21.0,4.9,1,1.0,Jam,Windy,No,29,0
20.21,20.0,4.7,0,1.0,Jam,Sunny,No,30,0
4.47,29.0,4.5,0,0.0,Low,Cloudy,No,21,0
10.56,39.0,4.8,2,0.0,Medium,Windy,No,23,0
3.06,34.0,4.6,1,1.0,Low,Cloudy,No,17,0
12.07,24.0,4.9,0,0.0,Medium,Stormy,No,23,0
1.53,25.0,4.7,0,1.0,High,Windy,No,22,0
17.1,28.0,4.8,2,1.0,Low,Cloudy,No,29,0
4.54,22.0,4.3,0,0.0,Low,Windy,No,28,0
12.42,39.0,4.7,1,2.0,Jam,Fog,Yes,42,1
7.45,37.0,4.9,1,1.0,Low,Cloudy,No,19,0
3.12,35.0,4.8,0,1.0,Low,Cloudy,No,21,0
9.33,36.0,4.8,2,1.0,Low,Windy,No,20,0
4.6,35.0,4.4,1,1.0,Jam,Cloudy,No,31,1
2.98,33.0,4.8,2,1.0,Low,Stormy,No,20,0
17.1,30.0,4.8,0,1.0,Low,Windy,No,23,0
9.44,34.0,4.2,2,1.0,Medium,Stormy,No,33,1
4.63,28.0,4.5,0,2.0,Jam,Sunny,No,47,1
16.6,28.0,4.7,2,1.0,Medium,Cloudy,No,26,0
4.54,31.0,4.6,2,1.0,Low,Stormy,No,26,0
10.64,27.0,4.9,1,0.0,Low,Cloudy,No,27,0
7.45,33.0,4.5,1,1.0,Jam,Sunny,No,23,0
3.0,26.0,4.8,1,1.0,High,Windy,No,18,0
10.88,33.0,5.0,2,1.0,Jam,Stormy,No,30,0
10.43,37.0,4.1,1,1.0,Jam,Fog,No,44,1
16.64,37.0,4.2,2,2.0,Jam,Cloudy,Yes,47,1
7.6,38.0,4.5,2,1.0,Low,Cloudy,No,18,0
1.56,31.0,4.9,2,1.0,Low,Sunny,No,17,0
9.44,35.0,5.0,2,1.0,Low,Windy,No,21,0
1.56,26.0,4.2,0,1.0,Low,Sandstorms,No,29,0
9.06,31.0,4.6,1,1.0,Medium,Windy,No,27,0
16.37,27.0,4.2,2,0.0,Jam,Fog,No,32,1
9.12,29.0,4.9,1,0.0,Low,Cloudy,No,11,0
20.18,33.0,4.7,0,0.0,Low,Stormy,No,22,0
10.59,20.0,4.0,1,2.0,Jam,Fog,No,42,1
4.54,26.0,4.9,2,0.0,Jam,Windy,No,13,0
13.41,34.0,4.5,1,0.0,Low,Sandstorms,No,18,0
12.1,29.0,4.6,2,0.0,Low,Sandstorms,No,13,0
17.17,24.0,4.6,2,1.0,Medium,Windy,No,29,0
1.55,21.0,4.9,2,0.0,High,Sunny,No,15,0
9.19,37.0,4.8,1,1.0,Jam,Sandstorms,No,30,0
19.4,28.0,4.7,0,1.0,Medium,Sandstorms,No,30,0
13.97,30.0,4.3,2,0.0,Jam,Windy,No,35,1
19.88,23.0,4.8,2,0.0,Medium,Windy,No,23,0
7.57,28.0,5.0,0,0.0,Jam,Stormy,No,35,1
13.79,29.0,4.6,2,1.0,Low,Cloudy,No,28,0
13.79,32.0,4.3,2,1.0,Jam,Stormy,No,35,1
19.69,35.0,4.2,1,1.0,Jam,Stormy,No,34,1
17.17,24.0,5.0,1,1.0,Jam,Sandstorms,No,28,0
10.43,31.0,4.7,2,0.0,Low,Windy,No,29,0
4.61,36.0,4.8,1,0.0,Low,Fog,No,17,0
7.72,25.0,4.6,0,1.0,Jam,Fog,No,22,0
10.72,26.0,4.8,1,1.0,Medium,Cloudy,No,34,1
8.94,24.0,4.7,0,1.0,Jam,Sandstorms,No,22,0
4.61,27.0,4.6,2,1.0,Medium,Sunny,No,13,0
1.5,35.0,4.8,2,0.0,Low,Sunny,No,10,0
20.85,26.0,5.0,1,1.0,Medium,Windy,No,26,0
13.41,28.0,4.5,0,1.0,Low,Stormy,No,20,0
6.13,38.0,4.4,0,1.0,High,Windy,No,31,1
7.66,24.0,4.3,1,0.0,Jam,Cloudy,No,33,1
16.85,28.0,5.0,0,0.0,Medium,Sunny,No,20,0
9.44,37.0,4.8,0,0.0,Low,Fog,No,23,0
13.41,23.0,4.7,2,1.0,Low,Fog,No,21,0
20.18,38.0,4.9,2,1.0,Medium,Sunny,No,23,0
6.05,31.0,4.7,0,3.0,High,Windy,Yes,49,1
16.72,39.0,3.5,2,1.0,Low,Fog,No,35,1
10.57,28.0,4.6,0,1.0,Medium,Fog,Yes,43,1
12.1,34.0,4.8,1,1.0,Low,Sandstorms,No,25,0
14.02,27.0,4.8,2,1.0,Jam,Sandstorms,No,23,0
12.42,27.0,5.0,1,1.0,Jam,Sunny,No,15,0
4.61,30.0,4.2,2,0.0,Jam,Cloudy,No,32,1
20.21,35.0,4.4,2,0.0,Low,Fog,No,38,1
13.97,23.0,4.7,0,0.0,Low,Stormy,No,19,0
7.68,24.0,4.8,2,1.0,Jam,Sunny,No,17,0
12.12,27.0,5.0,2,0.0,Low,Sandstorms,No,17,0
5.86,36.0,4.7,2,1.0,Medium,Sunny,No,21,0
7.55,38.0,4.2,2,1.0,Jam,Cloudy,No,39,1
6.08,36.0,4.8,1,1.0,Medium,Cloudy,No,16,0
9.16,38.0,4.8,2,0.0,Medium,Sunny,No,15,0
16.83,23.0,4.6,1,0.0,Medium,Sandstorms,No,27,0
4.54,37.0,4.7,1,1.0,Jam,Sandstorms,No,25,0
10.91,39.0,4.3,0,1.0,Low,Cloudy,No,35,1
3.02,28.0,4.6,2,1.0,Low,Windy,No,14,0
19.88,22.0,4.9,0,0.0,Medium,Fog,No,34,1
9.19,23.0,4.6,0,0.0,Jam,Cloudy,No,23,0
12.24,24.0,4.8,0,1.0,Medium,Windy,No,27,0
4.59,21.0,4.9,1,1.0,Jam,Fog,No,23,0
9.07,31.0,4.7,0,1.0,Low,Cloudy,No,26,0
4.53,33.0,4.7,0,0.0,Medium,Sandstorms,No,27,0
7.76,24.0,4.1,0,0.0,Low,Windy,No,17,0
4.53,21.0,4.8,2,1.0,Low,Stormy,No,16,0
7.55,38.0,4.6,2,0.0,Medium,Sunny,No,17,0
1.53,24.0,4.6,1,0.0,High,Windy,No,20,0
11.92,28.0,4.7,0,0.0,Low,Sunny,No,25,0
13.41,34.0,4.5,1,1.0,Low,Windy,No,24,0
8.94,28.0,5.0,0,1.0,Jam,Cloudy,No,25,0
9.22,28.0,4.9,2,1.0,Jam,Cloudy,No,29,0
4.66,26.0,5.0,1,0.0,Low,Sandstorms,No,15,0
7.57,38.0,4.7,2,1.0,Jam,Fog,No,39,1
4.56,31.0,4.5,1,1.0,Jam,Stormy,No,26,0
13.58,29.0,4.7,0,0.0,Jam,Cloudy,No,40,1
4.53,20.0,5.0,2,0.0,Jam,Stormy,No,26,0
4.63,22.0,4.5,2,1.0,Jam,Sunny,No,11,0
4.66,20.0,4.8,0,1.0,Jam,Cloudy,No,26,0
2.98,30.0,4.9,2,1.0,Low,Stormy,No,23,0
1.57,37.0,4.5,2,0.0,Low,Cloudy,No,15,0
10.56,26.0,4.7,0,0.0,Low,Sandstorms,No,22,0
10.71,30.0,4.5,0,1.0,Low,Sandstorms,No,20,0
16.64,27.0,4.3,0,0.0,Jam,Windy,No,35,1
1.53,37.0,4.8,2,0.0,Low,Sandstorms,No,21,0
3.06,26.0,4.5,2,0.0,High,Sunny,No,14,0
1.53,31.0,4.6,1,0.0,Low,Fog,No,19,0
9.32,31.0,5.0,1,1.0,Jam,Stormy,No,27,0
3.11,25.0,5.0,0,1.0,High,Stormy,No,35,1
4.56,35.0,4.8,1,1.0,Jam,Stormy,No,29,0
11.01,37.0,4.3,0,1.0,Medium,Sunny,No,32,1
8.94,27.0,5.0,1,0.0,Low,Fog,No,13,0
10.87,20.0,4.2,1,0.0,Medium,Cloudy,No,31,1
7.79,30.0,4.7,2,1.0,Jam,Fog,No,27,0
10.43,24.0,4.8,1,1.0,Jam,Sandstorms,No,21,0
13.79,30.0,4.2,0,1.0,Jam,Sunny,No,37,1
20.18,33.0,4.1,1,0.0,Jam,Fog,No,47,1
6.08,31.0,4.7,0,1.0,Medium,Sunny,No,20,0
6.21,37.0,4.0,1,0.0,High,Windy,No,33,1
13.97,22.0,4.5,0,1.0,Jam,Fog,No,40,1
4.48,27.0,4.7,1,1.0,Medium,Windy,No,26,0
3.15,23.0,4.5,0,1.0,Low,Fog,No,23,0
1.54,24.0,4.7,1,1.0,Low,Sunny,No,24,0
7.33,29.0,4.4,0,3.0,Jam,Sunny,No,48,1
1.53,36.0,4.5,0,1.0,Low,Stormy,No,28,0
14.15,24.0,4.9,0,1.0,Medium,Sunny,No,27,0
20.18,29.0,4.6,2,0.0,Medium,Sandstorms,No,23,0
14.05,31.0,4.3,1,3.0,Jam,Sandstorms,No,42,1
6.23,27.0,4.8,0,0.0,High,Fog,No,28,0
20.21,22.0,4.5,0,0.0,Low,Stormy,No,18,0
20.25,26.0,4.8,1,0.0,Jam,Windy,No,17,0
12.26,27.0,4.8,2,0.0,Low,Cloudy,No,25,0
3.11,38.0,4.8,0,1.0,Low,Cloudy,No,21,0
4.47,33.0,4.6,2,0.0,Jam,Sunny,No,23,0
19.76,34.0,4.8,0,1.0,Medium,Windy,No,38,1
12.48,23.0,4.6,0,1.0,Jam,Windy,No,30,0
19.62,21.0,4.0,1,1.0,Medium,Fog,No,36,1
12.21,29.0,4.4,2,1.0,Jam,Cloudy,No,36,1
17.1,24.0,4.7,0,1.0,Jam,Fog,No,35,1
12.26,31.0,4.8,0,1.0,Jam,Fog,No,47,1
4.48,36.0,4.9,2,1.0,Jam,Sunny,No,20,0
3.15,29.0,4.6,1,1.0,High,Windy,No,15,0
7.65,36.0,5.0,0,1.0,Medium,Windy,No,27,0
20.25,34.0,4.7,2,0.0,Medium,Fog,No,42,1
16.79,24.0,4.7,1,0.0,Low,Fog,No,27,0
9.31,38.0,5.0,2,0.0,Medium,Fog,No,15,0
20.18,25.0,4.8,1,1.0,Low,Sunny,No,30,0
3.06,36.0,4.8,1,0.0,High,Windy,No,28,0
6.15,35.0,4.7,1,1.0,Medium,Cloudy,No,18,0
4.67,20.0,4.8,2,0.0,Low,Stormy,No,15,0
3.07,34.0,4.7,2,1.0,High,Sunny,No,20,0
11.92,21.0,4.7,2,1.0,Jam,Sandstorms,No,28,0
1.52,33.0,4.4,0,1.0,Low,Sandstorms,No,30,0
12.58,26.0,4.8,2,0.0,Jam,Stormy,No,29,0
3.07,25.0,4.7,2,0.0,Low,Cloudy,No,17,0
4.66,28.0,4.5,0,1.0,Medium,Cloudy,No,24,0
3.07,28.0,5.0,1,0.0,Low,Sunny,No,24,0
1.49,35.0,4.0,0,1.0,Low,Windy,No,30,0
10.68,26.0,4.3,1,1.0,Medium,Cloudy,No,31,1
19.88,29.0,4.6,0,1.0,Low,Stormy,No,16,0
3.11,22.0,4.8,2,1.0,High,Sunny,No,12,0
3.09,30.0,4.2,0,0.0,Low,Stormy,No,25,0
6.23,28.0,4.7,1,1.0,Medium,Sandstorms,No,26,0
13.76,26.0,4.5,2,1.0,Jam,Stormy,No,15,0
1.55,26.0,4.8,2,1.0,Low,Fog,No,13,0
1.55,33.0,4.9,1,0.0,Low,Sunny,No,11,0
9.31,28.0,4.8,2,1.0,Jam,Stormy,No,18,0
1.49,34.0,4.6,0,1.0,Low,Fog,No,20,0
7.56,33.0,4.6,1,1.0,Medium,Windy,No,29,0
20.21,30.0,4.5,2,0.0,Low,Cloudy,No,32,1
9.07,36.0,4.9,1,1.0,Jam,Fog,No,35,1
7.55,39.0,4.3,1,1.0,Jam,Fog,No,38,1
19.97,34.0,4.5,2,0.0,Low,Sandstorms,No,18,0
3.1,36.0,4.5,0,1.0,Low,Stormy,No,26,0
7.6,30.0,4.9,2,1.0,Low,Stormy,No,29,0
4.54,34.0,4.7,1,1.0,Low,Fog,No,16,0
19.62,29.0,4.8,0,1.0,Low,Stormy,No,19,0
4.67,39.0,4.7,1,1.0,Jam,Sandstorms,No,29,0
9.06,29.0,4.7,1,0.0,Low,Sandstorms,No,19,0
9.35,20.0,4.7,2,0.0,Jam,Sandstorms,No,18,0
12.46,25.0,4.7,0,0.0,Medium,Windy,No,36,1
13.68,30.0,4.2,1,1.0,Jam,Stormy,No,32,1
3.15,25.0,4.5,2,1.0,Low,Stormy,No,19,0
16.85,22.0,4.7,0,1.0,Jam,Fog,No,35,1
1.52,20.0,4.9,1,0.0,Low,Sunny,No,21,0
13.76,36.0,4.7,0,1.0,Jam,Fog,Yes,45,1
1.53,28.0,4.9,1,0.0,Low,Sunny,No,19,0
5.86,28.0,4.8,2,1.0,Medium,Sandstorms,No,21,0
7.79,36.0,4.0,1,1.0,Medium,Stormy,No,34,1
10.76,35.0,4.2,1,1.0,Jam,Sandstorms,No,32,1
2.93,36.0,4.6,0,1.0,Low,Sunny,No,29,0
7.77,37.0,5.0,1,0.0,Low,Fog,No,16,0
7.45,27.0,4.7,1,0.0,Jam,Windy,No,29,0
10.28,37.0,3.9,2,1.0,Jam,Sandstorms,No,39,1
9.32,33.0,5.0,2,0.0,Jam,Cloudy,No,31,1
9.35,26.0,4.6,2,1.0,Jam,Cloudy,No,30,0
4.67,37.0,4.5,2,1.0,Low,Fog,No,17,0
12.1,21.0,4.7,2,1.0,Low,Fog,No,27,0
20.44,37.0,4.1,0,1.0,Low,Cloudy,Yes,40,1
10.59,27.0,4.9,1,1.0,Jam,Fog,No,43,1
12.26,37.0,4.9,2,1.0,Low,Sandstorms,No,28,0
3.12,29.0,4.7,0,0.0,High,Cloudy,No,28,0
4.54,24.0,4.8,2,1.0,Jam,Fog,No,30,0
12.12,20.0,4.5,1,1.0,Jam,Sunny,No,14,0
4.66,37.0,4.1,0,1.0,Jam,Stormy,No,38,1
12.42,25.0,4.7,0,1.0,Jam,Stormy,No,25,0
20.44,26.0,4.6,2,1.0,Medium,Windy,No,15,0
16.39,22.0,4.6,2,1.0,Jam,Stormy,No,15,0
14.02,39.0,4.9,2,1.0,Low,Sandstorms,No,20,0
17.14,29.0,5.0,0,2.0,Medium,Fog,No,38,1
9.18,37.0,5.0,1,0.0,Low,Sunny,No,14,0
1.52,24.0,4.7,2,0.0,Low,Fog,No,16,0
9.18,35.0,4.7,0,1.0,Jam,Sandstorms,No,31,1
7.45,32.0,4.1,2,1.0,Medium,Sandstorms,No,31,1
1.49,35.0,4.6,1,1.0,Low,Cloudy,No,19,0
13.68,32.0,4.8,2,0.0,Jam,Stormy,No,27,0
10.72,34.0,3.6,1,1.0,Medium,Windy,No,39,1
5.96,22.0,4.8,2,1.0,High,Stormy,No,28,0
14.02,33.0,4.8,2,1.0,Medium,Sandstorms,No,27,0
17.07,25.0,4.2,0,1.0,Jam,Stormy,No,32,1
20.44,30.0,4.2,2,1.0,Low,Fog,No,31,1
12.07,30.0,4.3,2,0.0,Medium,Windy,No,32,1
3.04,28.0,4.9,1,0.0,Low,Cloudy,No,19,0
9.33,21.0,4.6,1,0.0,Jam,Stormy,No,14,0
16.9,39.0,4.3,0,1.0,Low,Fog,No,43,1
12.1,24.0,4.6,0,0.0,Low,Fog,No,23,0
3.12,34.0,4.6,1,1.0,High,Cloudy,No,28,0
17.07,37.0,4.4,1,1.0,Jam,Stormy,No,31,1
10.88,39.0,4.9,0,2.0,Jam,Cloudy,Yes,49,1
20.51,23.0,4.9,1,1.0,Jam,Stormy,No,16,0
3.12,34.0,4.6,1,0.0,Low,Stormy,No,22,0
16.79,26.0,4.6,0,1.0,Medium,Windy,No,31,1
7.86,34.0,5.0,2,1.0,Jam,Cloudy,No,25,0
6.29,33.0,4.8,1,2.0,High,Stormy,No,34,1
16.83,30.0,4.4,0,2.0,Jam,Sandstorms,No,41,1
9.32,36.0,4.2,0,0.0,Low,Sandstorms,No,34,1
3.03,34.0,4.7,2,1.0,Low,Sandstorms,No,27,0
7.76,34.0,4.8,0,1.0,Jam,Cloudy,No,26,0
2.98,31.0,4.9,0,1.0,Low,Sunny,No,25,0
17.14,39.0,5.0,1,1.0,Jam,Cloudy,No,44,1
16.82,38.0,4.8,0,0.0,Medium,Cloudy,No,35,1
19.92,35.0,4.3,0,0.0,Low,Cloudy,No,36,1
13.74,31.0,4.2,1,1.0,Jam,Fog,Yes,48,1
12.58,32.0,4.6,0,1.0,Jam,Sandstorms,No,52,1
7.57,35.0,4.3,1,0.0,Jam,Sandstorms,No,32,1
13.39,29.0,4.6,0,1.0,Low,Cloudy,No,24,0
9.22,28.0,4.6,1,1.0,Low,Sandstorms,No,11,0
12.26,22.0,4.7,1,0.0,Medium,Windy,No,16,0
19.98,26.0,4.9,2,0.0,Low,Sandstorms,No,18,0
6.23,22.0,4.9,0,0.0,Medium,Sandstorms,No,25,0
7.66,30.0,4.7,2,0.0,Jam,Stormy,No,26,0
4.59,24.0,4.6,2,0.0,Jam,Sunny,No,12,0
16.9,36.0,4.6,2,1.0,Low,Sandstorms,No,25,0
19.04,37.0,3.5,1,1.0,Medium,Windy,No,38,1
7.57,31.0,4.8,2,1.0,Jam,Stormy,No,30,0
16.38,24.0,4.3,2,0.0,Medium,Cloudy,No,37,1
1.49,34.0,4.2,0,1.0,Low,Sandstorms,No,34,1
20.18,24.0,4.6,1,0.0,Medium,Windy,No,29,0
8.94,26.0,4.9,0,0.0,Jam,Stormy,No,28,0
12.16,33.0,4.0,2,1.0,Medium,Cloudy,No,33,1
12.24,38.0,4.2,1,1.0,Jam,Sandstorms,No,41,1
6.15,35.0,4.9,1,1.0,High,Stormy,No,31,1
4.72,20.0,5.0,2,1.0,Jam,Windy,No,20,0
20.44,36.0,5.0,1,0.0,Jam,Sunny,No,17,0
6.21,39.0,5.0,0,0.0,High,Windy,No,38,1
13.58,37.0,4.9,2,1.0,Low,Stormy,No,20,0
1.51,20.0,4.9,2,1.0,High,Sunny,No,11,0
10.87,28.0,3.5,1,1.0,Low,Sunny,No,31,1
3.12,25.0,4.6,1,1.0,Low,Fog,No,10,0
3.06,36.0,4.4,2,1.0,High,Stormy,No,32,1
3.1,26.0,4.7,0,1.0,High,Sandstorms,No,28,0
7.45,37.0,4.5,2,0.0,Jam,Fog,No,28,0
10.6,27.0,4.7,2,1.0,Jam,Windy,No,17,0
12.46,28.0,4.9,1,1.0,Low,Sandstorms,No,15,0
19.98,35.0,4.7,0,2.0,Medium,Sandstorms,No,43,1
13.97,31.0,4.9,1,1.0,Low,Sunny,No,18,0
10.59,28.0,5.0,0,2.0,Jam,Cloudy,No,42,1
12.24,37.0,4.8,2,1.0,Low,Fog,No,25,0
9.22,21.0,5.0,0,1.0,Jam,Fog,No,27,0
17.08,26.0,5.0,2,0.0,Jam,Stormy,No,24,0
16.6,22.0,4.7,1,1.0,Jam,Sandstorms,No,17,0
4.59,30.0,4.5,1,1.0,Low,Fog,No,19,0
10.64,29.0,4.8,0,0.0,Low,Fog,No,22,0
4.72,38.0,4.2,0,1.0,Low,Sandstorms,No,22,0
9.22,39.0,4.9,2,0.0,Low,Sunny,No,10,0
1.53,22.0,4.8,2,1.0,Low,Stormy,No,18,0
6.29,37.0,4.9,2,0.0,Medium,Fog,No,15,0
1.53,23.0,4.8,1,1.0,High,Windy,No,15,0
12.1,22.0,4.9,1,0.0,Jam,Windy,No,29,0
9.12,34.0,4.8,0,1.0,Jam,Cloudy,No,27,0
9.19,21.0,4.6,2,0.0,Jam,Fog,No,33,1
9.32,35.0,4.7,2,1.0,Jam,Stormy,No,25,0
7.86,34.0,4.0,1,0.0,Jam,Fog,No,39,1
5.96,37.0,4.4,1,1.0,High,Stormy,No,32,1
6.23,30.0,4.7,1,0.0,Medium,Sunny,No,22,0
6.23,23.0,5.0,0,1.0,High,Fog,No,29,0
19.84,26.0,4.8,2,1.0,Jam,Sandstorms,No,24,0
4.54,27.0,4.5,2,1.0,Medium,Sandstorms,No,23,0
4.56,26.0,4.6,2,1.0,Jam,Sandstorms,No,23,0
3.09,25.0,4.6,2,1.0,Low,Stormy,No,17,0
17.1,31.0,4.7,1,1.0,Low,Sunny,No,19,0
4.66,25.0,4.9,0,1.0,Low,Fog,No,16,0
8.81,35.0,4.9,2,0.0,Low,Cloudy,No,15,0
9.18,35.0,4.0,1,1.0,Jam,Fog,No,34,1
9.18,35.0,4.6,1,1.0,Jam,Windy,No,25,0
3.1,38.0,4.9,2,1.0,Low,Stormy,No,27,0
4.66,31.0,4.8,0,0.0,Medium,Cloudy,No,25,0
10.91,35.0,4.6,0,0.0,Low,Stormy,No,21,0
4.61,35.0,4.8,0,1.0,Jam,Sunny,No,22,0
6.13,30.0,5.0,1,1.0,Medium,Sandstorms,No,32,1
4.61,27.0,4.6,2,0.0,Medium,Cloudy,No,12,0
6.21,36.0,4.1,1,1.0,High,Cloudy,No,31,1
3.12,28.0,4.0,1,1.0,High,Cloudy,No,32,1
7.66,25.0,4.9,2,1.0,Jam,Sandstorms,No,10,0
8.81,33.0,4.7,0,1.0,Jam,Stormy,No,32,1
9.35,34.0,4.8,1,0.0,Medium,Sandstorms,No,33,1
20.21,35.0,4.7,0,2.0,Jam,Cloudy,No,51,1
16.66,31.0,4.7,2,1.0,Low,Windy,No,21,0
19.62,30.0,3.9,1,1.0,Jam,Stormy,No,33,1
1.54,20.0,4.7,2,0.0,Low,Stormy,No,16,0
13.99,21.0,4.2,0,2.0,Medium,Stormy,No,33,1
13.68,30.0,3.5,1,2.0,Jam,Windy,Yes,43,1
10.64,32.0,4.9,1,2.0,Jam,Fog,No,41,1
13.83,30.0,3.9,2,2.0,Jam,Stormy,No,43,1
1.55,21.0,4.4,0,1.0,Low,Sandstorms,No,20,0
7.76,29.0,4.5,0,0.0,Jam,Sunny,Yes,53,1
6.04,24.0,4.7,1,1.0,High,Windy,No,20,0
4.67,26.0,4.2,1,1.0,Jam,Cloudy,No,31,1
9.33,29.0,4.9,0,0.0,Low,Sunny,No,12,0
3.04,39.0,4.8,0,0.0,Low,Sunny,No,21,0
4.56,39.0,4.6,2,0.0,Low,Fog,No,18,0
7.86,22.0,4.9,0,0.0,Medium,Sunny,No,23,0
1.54,38.0,4.8,2,1.0,Low,Sunny,No,15,0
9.44,20.0,4.9,2,0.0,Medium,Sunny,No,13,0
13.97,36.0,4.6,0,1.0,Low,Sunny,No,27,0
7.55,24.0,4.8,2,1.0,Jam,Windy,No,23,0
1.56,24.0,4.7,2,1.0,High,Stormy,No,10,0
13.77,34.0,4.4,1,1.0,Jam,Cloudy,Yes,46,1
16.9,28.0,4.8,0,1.0,Low,Sandstorms,No,16,0
7.77,33.0,4.6,2,0.0,Jam,Windy,No,25,0
12.44,25.0,4.4,2,1.0,Jam,Fog,No,35,1
4.53,24.0,4.6,1,1.0,Jam,Cloudy,No,34,1
14.15,34.0,4.7,1,1.0,Low,Fog,No,26,0
9.35,24.0,4.3,0,1.0,Low,Windy,No,22,0
2.98,31.0,4.1,0,1.0,Low,Stormy,No,22,0
16.72,22.0,4.4,1,2.0,Jam,Fog,No,39,1
